"","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender"
"6499",720,"2018-10-01 21:48:26.9500","2018-10-01 22:00:27.1690",80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.0911560058594,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2015,"Subscriber",1981,1
"6631",726,"2018-10-01 22:46:55.6400","2018-10-01 22:59:02.5030",192,"Purchase St at Pearl St",42.354659,-71.053181,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,896,"Subscriber",1985,1
"7083",565,"2018-10-02 07:22:29.9520","2018-10-02 07:31:54.9940",222,"Troy Boston",42.343749,-71.062256,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3451,"Subscriber",1989,2
"7159",964,"2018-10-02 07:33:54.2820","2018-10-02 07:49:58.8610",126,"Egleston Square - Atherton St at Washington St",42.315692,-71.098634,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3071,"Subscriber",1996,1
"8197",463,"2018-10-02 09:27:03.6960","2018-10-02 09:34:47.4200",55,"Boylston St at Massachusetts Ave",42.347265,-71.088088,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3661,"Subscriber",1953,1
"8541",609,"2018-10-02 11:40:48.2770","2018-10-02 11:50:57.9490",46,"Christian Science Plaza - Massachusetts Ave at Westland Ave",42.3436658245146,-71.0858237743378,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2244,"Subscriber",1999,1
"8728",305,"2018-10-02 12:30:15.7010","2018-10-02 12:35:20.9130",46,"Christian Science Plaza - Massachusetts Ave at Westland Ave",42.3436658245146,-71.0858237743378,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3772,"Subscriber",1994,1
"8766",512,"2018-10-02 12:44:02.0840","2018-10-02 12:52:35.0650",56,"Dudley Square - Dudley St at Warren St",42.328540462934,-71.084164828062,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3277,"Subscriber",1993,2
"8817",606,"2018-10-02 13:03:09.2610","2018-10-02 13:13:15.5610",14,"HMS/HSPH - Avenue Louis Pasteur at Longwood Ave",42.3374174845973,-71.1028611660004,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3437,"Subscriber",1996,1
"8850",231,"2018-10-02 13:12:59.2730","2018-10-02 13:16:50.7570",46,"Christian Science Plaza - Massachusetts Ave at Westland Ave",42.3436658245146,-71.0858237743378,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,4114,"Subscriber",1990,2
